name,state,address,city,city_location,latitude,longitude
ST. FRANCIS SCHOOL,JHARKHAND,BANHORA P.O. HEHAL RANCHI-834005,RANCHI,"(23.36, 85.33)",23.320349,85.345652
ST. JOSEPH SCHOOL,JHARKHAND,VILLAGE: PIADAPUR PAKUR-816107,ADALPUR,"(26.191, 86.0239)",26.207596,85.960517
PROVIDENCE SCHOOL,JHARKHAND,JYOTI NIKETAN SAKROGARH SAHIBGANJ-816109,SAHIBGANJ,"(25.25, 87.65)",25.226061,87.642008
ST.MARIA  SCHOOL,JHARKHAND,"CHUND VILLAGE, BRABME POST, RANCHI-835205",RANCHI,"(23.36, 85.33)",23.298989,85.41727
D S M SCHOOL FOR EXCELLENCE,JHARKHAND,"THAKUR PYARA SINGH ROAD, KASHIDIH JAMSHEDPUR EAST SINGHBHUM-831001",JAMSHEDPUR,"(22.7925, 86.1842)",22.783683,86.159825
SPRAWLING BUDS SCHOOL,JAMMU & KASHMIR,BANTALAB LAXMIPURAM JAMMU-181123,JAMMU,"(32.73, 74.87)",32.672191,74.85786
AMERICAN FRIENDSHIP RESIDENTIAL SCHOOL,KARNATAKA,P.O. GUDIBANDA RENUMAKALAHALLI KOLAR-561 209,GUDIBANDA,"(13.6711, 77.7042)",13.603724,77.68533
BALDWIN BOYS' HIGH SCHOOL,KARNATAKA,", RICHMOND TOWN BENGALURU-560 025",ALUR,"(15.3944, 77.225)",15.323846,77.170939
BALDWIN GIRLS' HIGH SCHOOL,KARNATAKA,"90 (34), RICHMOND ROAD BENGALURU BENGALURU-560 025",BEGAMPUR,"(22.3705, 88.494)",22.447837,88.584414
BISHOP COTTON BOYS' SCHOOL,KARNATAKA,. ST. MARK'S ROAD BENGALURU-560 001,NALLUR,"(11.1003, 77.3914)",11.071859,77.384917
BISHOP COTTON GIRLS'  SCHOOL,KARNATAKA,. ST. MARK'S ROAD BENGALURU-560 001,NALLUR,"(11.1003, 77.3914)",11.156809,77.46812
CLARENCE HIGH SCHOOL,KARNATAKA,RICHARDS TOWN BENGALURU-560 005,ALUR,"(15.3944, 77.225)",15.379241,77.214712
CLUNY CONVENT HIGH SCHOOL,KARNATAKA,11TH MAIN ROAD MALLESWARAM BENGALURU-560 003,NALLUR,"(11.1003, 77.3914)",11.057628,77.442446
THE FRANK ANTHONY PUBLIC SCHOOL,KARNATAKA,"13, CAMBRIDGE ROAD ULSOOR BENGALURU-560 008",NALLUR,"(11.1003, 77.3914)",11.129654,77.481539
SACRED HEART GIRLS' HIGH SCHOOL,KARNATAKA,", MUSEUM ROAD BENGALURU-560 025",ALUR,"(15.3944, 77.225)",15.298664,77.267332
THE CATHEDRAL HIGH SCHOOL,KARNATAKA,"63, RICHMOND ROAD BENGALURU-560 025",NALLUR,"(11.1003, 77.3914)",11.058133,77.42439
SEVENTH DAY ADVENTIST HIGHER SECONDARY SCHOOL,KARNATAKA,"98, SPENCER ROAD FRAZER TOWN BENGALURU-560 005",NALLUR,"(11.1003, 77.3914)",11.011343,77.487776
SOPHIA HIGH SCHOOL,KARNATAKA,"70, PALACE ROAD BENGALURU-560 001",NALLUR,"(11.1003, 77.3914)",11.054253,77.360906
ST. CHARLES HIGH SCHOOL,KARNATAKA,ST. THOMAS TOWN P.O. BENGALURU-560 084,ALLURU,"(15.1317, 78.5131)",15.043435,78.421414
ST. FRANCIS XAVIER GIRLS' HIGH SCHOOL,KARNATAKA,"49, PROMENADE ROAD BENGALURU BENGALURU-560 005",NALLUR,"(11.1003, 77.3914)",11.148822,77.319373
ST. GERMAIN HIGH SCHOOL,KARNATAKA,FRASER TOWN P.O. BOX NO. 504 BENGALURU-560 005,ALLURU,"(15.1317, 78.5131)",15.226332,78.584959
ST. JOHN'S HIGH SCHOOL,KARNATAKA,"132, ST. JOHN'S CHURCH ROAD CLEVELAND TOWN, P.B. NO. 505 BENGALURU-560 005",PENAMALURU,"(16.4681, 80.7194)",16.395304,80.659598
ST. JOSEPH'S BOYS HIGH SCHOOL,KARNATAKA,"#27, MUSEUM ROAD P.O. BOX NO. 25003 BENGALURU BENGALURU-560 025",BEGAMPUR,"(22.3705, 88.494)",22.401295,88.590498
CAMBRIDGE SCHOOL,KARNATAKA,"BASAVANAPURA MAIN ROAD, K. R. PURAM BENGALURU-560 036",BANAPUR,"(19.7789, 85.1703)",19.727088,85.184361
BETHANY HIGH SCHOOL,KARNATAKA,"CA -12, 20TH MAIN 6TH BLOCK KORAMANGALA LAYOUT BENGALURU-560 095",MANGALAM,"(10.845, 75.919)",10.782034,75.8621
THE VALLEY SCHOOL,KARNATAKA,"HARIDVANAM, 17TH KM OFF KANAKAPURA ROAD, THATGUNI P.O. BENGALURU BANGALORE RURAL-560 062",ANAKAPUTTUR,"(12.9823, 80.1282)",12.920286,80.153695
B.P. INDIAN PUBLIC SCHOOL,KARNATAKA,V. MAIN ROAD POST BOX NO. 395 MALLESWARAM BENGALURU-560 003,RAMESWARAM,"(9.288, 79.313)",9.340122,79.382623
BANGALORE PUBLIC SCHOOL,KARNATAKA,"2177, 5TH CROSS 18TH MAIN H.A.L.-II STAGE BENGALURU-560 008",BEGAMPUR,"(22.3705, 88.494)",22.282895,88.555073
PRESIDENCY SCHOOL,KARNATAKA,", NANDINI LAYOUT BENGALURU-560 096",ALUR,"(15.3944, 77.225)",15.35893,77.147022
PRESIDENCY SCHOOL,KARNATAKA,"R.T. NAGAR CA - 4, H.M.T. LAYOUT BENGALURU BENGALURU-560 032",NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.29848,84.948605
TUNBRIDGE HIGH SCHOOL,KARNATAKA,"86 / 2, INFANTRY ROAD BENGALURU-560 001",NALLUR,"(11.1003, 77.3914)",11.089098,77.309392
ST. MIRA'S ENGLISH SCHOOL,KARNATAKA,6TH BLOCK RAJAJI NAGAR BENGALURU-560 010,NAGAR,"(27.4247, 77.0995)",27.356965,77.031221
NEW HORIZON PUBLIC SCHOOL,KARNATAKA,100 FEET ROAD INDIRANAGAR BENGALURU-560 008,DINANAGAR,"(32.15, 75.4667)",32.06784,75.511424
ST. PAUL'S ENGLISH SCHOOL,KARNATAKA,"121, 3RD CROSS 3RD PHASE J.P. NAGAR BENGALURU-560 078",NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.375779,84.844982
MALLYA ADITI INTERNATIONAL SCHOOL,KARNATAKA,POST BOX NO. 6427 YELAHANKA BENGALURU-560 064,YELAHANKA,"(13.1007, 77.5963)",13.103485,77.633413
THE OXFORD ENGLISH SCHOOL,KARNATAKA,1ST PHASE J.P. NAGAR BENGALURU-560 078,NAGAR,"(27.4247, 77.0995)",27.328659,77.023096
FLORENCE PUBLIC SCHOOL,KARNATAKA,"NO. 6, P & T COLONY R.T. NAGAR BENGALURU-560 032",NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.331744,84.972666
THE EASTWOOD HIGH SCHOOL,KARNATAKA,"2, CAMBRIDGE LAYOUT III MAIN, SOMESWARAPUR ULSOOR BENGALURU-560 008",SARANGPUR,"(23.57, 76.47)",23.632733,76.522315
INNISFREE HOUSE SCHOOL,KARNATAKA,"9TH CROSS, 23RD MAIN II PHASE J.P. NAGAR BENGALURU-560 078",NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.371776,84.866218
NEW PUBLIC ENGLISH SCHOOL,KARNATAKA,"NO. 3, 17TH CROSS MAGADI CHORD ROAD VIJAYA NAGAR BENGALURU-560 040",NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.345312,84.878672
CARMEL SCHOOL,KARNATAKA,"PADMANABH NAGAR, II STAGE BANASHANKARI BENGALURU-560 070",NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.319807,84.847235
ST. MARY'S PUBLIC SCHOOL,KARNATAKA,"13, QUEENS ROAD BENGALURU-560 052",NALLUR,"(11.1003, 77.3914)",11.185178,77.328523
LITTLE FLOWER PUBLIC SCHOOL,KARNATAKA,"#1, BANASHANKARI III STAGE BENGALURU-560 085",NALLUR,"(11.1003, 77.3914)",11.145592,77.401696
CLARENCE PUBLIC SCHOOL,KARNATAKA,"NO. 710, 7TH MAIN III PHASE J.P. NAGAR BENGALURU-560 078",NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.312584,85.028669
ST. ANN'S HIGH SCHOOL,KARNATAKA,"80 FEET ROAD, 6TH BLOCK RAJAJI NAGAR BENGALURU-560 010",NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.370608,85.00937
S. CADAMBI VIDYA KENDRA ENGLISH SEC. SCHOOL,KARNATAKA,"CA - 2, 10TH MAIN II CROSS, 3RD STAGE,WEST OF CHORD ROAD BASWESHWARNAGAR BENGALURU-560 079",SHAMSHERNAGAR,"(25.0862, 84.4497)",25.015746,84.413135
SHARADA RESIDENTIAL SCHOOL,KARNATAKA,KUNJIBETTU UDUPI-576 102,UDIPI,"(13.3389, 74.7451)",13.323019,74.801107
VIDYA NIKETAN SCHOOL,KARNATAKA,"NO. 30, KEMPAPURA HEBBAL BENGALURU-560 024",MALPURA,"(26.28, 75.38)",26.277203,75.458131
VIVEKANANDA EDUCATIONAL CENTRE,KARNATAKA,"NO. 1, 4TH BLOCK EAST JAYANAGAR BENGALURU-560 011",TONSE EAST,"(13.3963, 74.7217)",13.380191,74.75441
TWINKLERS SCHOOL,KARNATAKA,"605, 15TH CROSS 6TH PHASE J.P. NAGAR BENGALURU-560 078",NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.269141,84.849443
SANDUR GIRLS RESIDENTIAL SCHOOL,KARNATAKA,VYASANKERE HOSPET TALUK BELLARY-583 222,BELLARY,"(15.1, 76.9167)",15.065743,76.885311
SRI KUMARAN PUBLIC SCHOOL,KARNATAKA,"SY. NO. 44 TO 48, MALLASANDRA VILLAGE UTTARAHALLI HOBLI BANGALORE SOUTH TALUK BENGALURU-560 062",MALLASAMUDRAM,"(11.4933, 78.0312)",11.462212,78.065608
SREE RAMA VIDYALAYA,KARNATAKA,"9TH MAIN , 2ND BLOCK JAYA NAGAR BENGALURU-560 011",NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.294615,85.015702
PHOENIX PUBLIC RESIDENTIAL SCHOOL,KARNATAKA,PUNE-MUMBAI HIGHWAY HONAGA BELGAUM-591 113,MUMBAI,"(19.0761, 72.8775)",19.15055,72.913961
EKYA SCHOOL,KARNATAKA,"NO. 16, 6TH 'B' MAIN III PHASE J.P. NAGAR BENGALURU-560 078",NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.220782,84.949235
JYOTHI ENGLISH MEDIUM SCHOOL,KARNATAKA,P.O. BOX NO. 34 KOLAR-563 125,KOLAR,"(13.1333, 78.1333)",13.178398,78.090045
COORG PUBLIC SCHOOL,KARNATAKA,POST BOX NO. 14 GONIKOPPAL S. KODAGU KODAGU-571 213,GONIKOPPAL,"(12.183, 75.9294)",12.191373,75.969626
SISHU GRIHA MONTESSORI AND HIGH,KARNATAKA,"NO. 3, H.A.L. III STAGE NEW THIPPASANDRA POST BANGALORE SOUTH TALUK BENGALURU-560 075",TIRUPPANANDAL,"(11.0919, 79.4538)",11.131359,79.510676
SAYYID AKBAR HUSAYNI SCHOOL,KARNATAKA,KHAJA BANDANAWAZ MARG NEAR DARGAH RAUZA-E-BUZURG GULBARGA-585 104,MASAURHI BUZURG,"(25.35, 85.02)",25.422493,85.039638
ACHARYA PATHASALA PUBLIC SCHOOL,KARNATAKA,N.R. COLONY NARASIMHA RAJA COLONY BENGALURU-560 019,RAJA PAKAR,"(25.735, 85.3376)",25.728886,85.300381
NATIONAL ACADEMY FOR LEARNING,KARNATAKA,"III CROSS, III STAGE, III BLOCK BASAVESHWARNAGAR BASWESHWARNAGAR BENGALURU-560 079",SUNDARNAGAR,"(31.53, 76.88)",31.486577,76.878156
ST. THOMAS PUBLIC SCHOOL,KARNATAKA,"32, CHURCH ROAD NEW THIPPASANDRA INDIRA NAGAR BENGALURU-560 075",NEW DELHI,"(28.6139, 77.209)",28.57045,77.148687
VIDYANIKETAN PUBLIC SCHOOL,KARNATAKA,KAUP UDUPI-574 106,UDIPI,"(13.3389, 74.7451)",13.404554,74.667613
CARMEL HIGH SCHOOL,KARNATAKA,"II - BLOCK, III STAGE JUDGES' COLONY, WEST OF CHORD ROAD BASAWESHWARANAGAR BENGALURU-560 079",CHAMRAJNAGAR,"(11.9231, 76.9395)",12.00838,76.935858
NOTRE DAME SCHOOL,KARNATAKA,"VIJAYANAGAR IV STAGE, HUNSUR ROAD HINKAL MYSORE-570 017",BIJAYNAGAR,"(25.93, 74.6386)",26.026555,74.648701
DAYANANDA SAGAR INTERNATIONAL SCHOOL,KARNATAKA,SAGAR HOSPITAL ROAD KUMARASWAMY LAYOUT BENGALURU-560 078,GANGA SAGAR,"(21.6571, 88.08)",21.751013,88.133159
ACHARYA VIDYA KULA,KARNATAKA,"ALOKA ROAD, LEFT FORK OFF MYSORE MADIKERI HIGHWAY 12 K.M. STONE MYSORE-571 130",MADIKERI,"(12.4209, 75.7397)",12.369794,75.774166
SRI VANI PUBLIC SCHOOL,KARNATAKA,"1246, II STAGE RAJAJI NAGAR BENGALURU-560 010",NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.349916,84.839751
MYSORE PUBLIC SCHOOL,KARNATAKA,H.D. KOTE ROAD RAYANAKERE POST MYSORE-570 008,MYSORE,"(12.3086, 76.6531)",12.229821,76.600963
SRI SIDDHI VINAYAKA RESIDENTIAL SCHOOL,KARNATAKA,HATTIANGADY KUNDAPURA TALUK UDUPI-576 283,ATTINGAL,"(8.68, 76.83)",8.706637,76.754652
GREEN PARK CENTRAL SCHOOL,KARNATAKA,", HIRIADKA UDUPI-576 113",KHIRIA,"(25.6047, 87.4578)",25.633228,87.479194
R.T. NAGAR PUBLIC SCHOOL,KARNATAKA,"I MAIN, 'A' CROSS, KANAKANAGAR R.T. NAGAR POST, POST BOX NO. 3226 BENGALURU-560 032",NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.235119,84.922672
SRI K.V. ENGLISH SCHOOL,KARNATAKA,C.V.V. CAMPUS CHICKBALLAPUR KOLAR-562 101,CHIK BALLAPUR,"(13.43, 77.72)",13.434748,77.799869
BISHOP SARGANT SCHOOL,KARNATAKA,C.S.I.V.C. CAMPUS B.H. ROAD TUMKUR-572 102,TUMKUR,"(13.34, 77.1)",13.311767,77.031106
SANDUR RESIDENTIAL SCHOOL,KARNATAKA,SANDUR P.O. SHIVAPUR BELLARY-583 119,BELLARY,"(15.1, 76.9167)",15.152549,76.987516
DAFFODILS ENGLISH SCHOOL,KARNATAKA,"POSTAL COLONY, RAJAMAHAL VILAS II STAGE BENGALURU BENGALURU-560 094",PENAMALURU,"(16.4681, 80.7194)",16.473144,80.749149
ACTS SECONDARY SCHOOL,KARNATAKA,"15 KM, HOSUR ROAD ELECTRONIC CITY POST BENGALURU-560 100",SALT LAKE CITY,"(22.61, 88.4)",22.675994,88.403553
BANGALORE INTERNATIONAL SCHOOL,KARNATAKA,"GEDDALAHALI, HENNUR BAGALLUR ROAD KOTHANUR POST BENGALURU-560 077",KOTHANURU,"(16.0022, 81.0417)",15.988425,81.014216
SHALINI KANNADA AND ENGLISH PRIMARY SCHOOL,KARNATAKA,SIDDAPPA GARDEN LINGARAJAPURAM BENGALURU-560 084,RAJAPUR,"(26.2861, 83.1306)",26.242244,83.182904
THE NEW CAMBRIDGE ENGLISH SCHOOL,KARNATAKA,R.P.C. LAYOUT VIJAYA NAGAR BENGALURU-560 040,NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.33089,84.923908
ST. PHILOMENA'S ENGLISH PRIMARY SCHOOL,KARNATAKA,"DODDABOMMASANDRA VIDYARANYAPURA, MAIN ROAD JALAHALLI BENGALURU-560 097",DOMMASANDRA,"(12.8781, 77.7543)",12.888142,77.810526
ST. THERESA'S SCHOOL,KARNATAKA,BENDUR MANGALORE DAKSHINA KANNADA-575 002,MANGALORE,"(12.902, 74.8253)",12.964494,74.842208
RYAN INTERNATIONAL SCHOOL,KARNATAKA,"BEHIND H.L.L. LTD., NEAR A.E.C.S. LAYOUT KUNDALAHALLI M.H. COLONY BENGALURU-560 037",KONDALAHALLI,"(14.72, 76.76)",14.816273,76.826041
INTERNATIONAL SCHOOL,KARNATAKA,"WHITEFIELD, SARJAPUR ROAD NEAR DOMMANDRA CIRCLE BENGALURU BENGALURU-562 125",DOMMASANDRA,"(12.8781, 77.7543)",12.825786,77.676606
CAMBRIDGE PUBLIC SCHOOL,KARNATAKA,"CASITE NO. 28, 11TH CROSS 22ND MAIN ROAD, SECTOR 1 BENGALURU BENGALURU-560 101",PENAMALURU,"(16.4681, 80.7194)",16.396796,80.723426
CAMBRIDGE PUBLIC SCHOOL,KARNATAKA,"C.A. SITE 13, 25TH CROSS 19TH MAIN, SECTOR-2 H.S.R.EXTENSION H.S.R. EXTENSION BENGALURU-560102",ALUR,"(15.3944, 77.225)",15.339787,77.20234
APPOLLO NATIONAL PUBLIC SCHOOL,KARNATAKA,"125/1, U-BLOCK H. B. C. S. LAYOUT BANASHANKARI BENGALURU-560 085",KHARSOD B,"(23.2225, 75.386)",23.152195,75.330049
AUDEN INSTITUTE OF EDUCATION,KARNATAKA,"NO. 17, GIRINAGAR, 3RD STAGE VIITH BLOCK BANASHANKARI BENGALURU-560 085",GARHSHANKAR,"(31.2154, 76.1415)",31.126137,76.138521
RASHTREEYA VIDYALAYA PUBLIC SCHOOL,KARNATAKA,RASHTREEYA VIDYALAYA ROAD NEAR LALBAGH WEST GATE VISWESWARAPURAM BENGALURU-560 004,DHARMAPURAM,"(8.3839, 77.1284)",8.303476,77.056595
MIRANDA ENGLISH MEDIUM SCHOOL,KARNATAKA,"CA - 52, 10TH MAIN 6TH CROSS H.A.L. III STAGE BENGALURU-560 075",BEGAMPUR,"(22.3705, 88.494)",22.292597,88.421065
VIDYASHILP ACADEMY,KARNATAKA,POST BOX NO. 6437 SHIVANAHALLI YELAHANKA HOBLI BENGALURU-560 064,YELAHANKA,"(13.1007, 77.5963)",13.044217,77.676927
MARUTHI VIDYALAYA,KARNATAKA,"NO. 85 / 2, HORAMAVU AGARA BANK AVENUE EXTENSION BENGALURU BENGALURU-560 043",PENAMALURU,"(16.4681, 80.7194)",16.558571,80.810512
ST. CHARLES HIGH SCHOOL,KARNATAKA,KAMMANAHALLI ST. THOMAS TOWN BENGALURU-560 084,NALLUR,"(11.1003, 77.3914)",11.175531,77.399908
THE SUDARSHAN VIDYA MANDIR I.C.S.E. ACADEMY,KARNATAKA,"1164, 26TH 'A' MAIN ROAD 4TH T - BLOCK JAYANAGAR BENGALURU-560 041",NAYANAGAR,"(25.7465, 86.1027)",25.720785,86.031823
MOUNT SENORIA SCHOOL,KARNATAKA,"NO. 82 SWATHANTRA, YODHARA NAGAR LAGGERE BENGALURU-560 058",NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.352341,84.844391
LOWRY MEMORIAL HIGH SCHOOL,KARNATAKA,DOORAVANI NAGAR POST BENGALURU BENGALURU-560 016,NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.216176,85.024332
INDIA INTERNATIONAL SCHOOL,KARNATAKA,"26 / 1, CHIKKA BELLANDUR VILLAGE CARMELRAM POST BENGALURU-560 037",RAE BARELI,"(26.2236, 81.2403)",26.176459,81.312259
HOLY ANGEL'S HIGH SCHOOL,KARNATAKA,"NO. 2, 5TH MAIN, 4TH CROSS R.P.C. LAYOUT VIJAYANAGAR BENGALURU-560 040",BIJAYNAGAR,"(25.93, 74.6386)",25.905626,74.625766
S.S.B. INTERNATIONAL SCHOOL,KARNATAKA,"NO. 5 / A, H.A.L. II STAGE INDIRANAGAR BENGALURU-560 038",DINANAGAR,"(32.15, 75.4667)",32.227971,75.559904
R.N.S. VIDYANIKETAN,KARNATAKA,"324, BUNTS' SANGHA COMPLEX CHORD ROAD VIJAYANAGAR BENGALURU-560 040",BIJAYNAGAR,"(25.93, 74.6386)",26.019933,74.604791
DE PAUL INTERNATIONAL RESIDENTIAL SCHOOL,KARNATAKA,AVVERAHALLI BELAGOLA P.O. SRIRANGAPATNA TALUK MANDYA-571 606,BELAGOLA,"(13.3833, 75.5833)",13.404355,75.509568
AUXILIUM SCHOOL,KARNATAKA,BANDAPURA VILLAGE OLD MADRAS ROAD VIRGOANAGAR POST BENGALURU-560 049,BANDIPURA,"(34.4225, 74.6375)",34.425602,74.658142
ST. FLOWERS ENGLISH MEDIUM SCHOOL,KARNATAKA,NO. 1451 CHOLURPALAYA BENGALURU-560 023,NALLUR,"(11.1003, 77.3914)",11.182327,77.45257
NATIONAL RESIDENTIAL SCHOOL,KARNATAKA,THIRTHAHALLI TALUK KONANDOOR SHIMOGA-577 422,SHIMOGA,"(13.9333, 75.5667)",13.946102,75.476851
SILAS INTERNATIONAL SCHOOL,KARNATAKA,"HANUMANTHANAGAR PUTTUR, B.P.O. UDUPI-576 105",PUTTUR,"(13.45, 79.55)",13.470457,79.527955
SOUTH EAST ASIAN INTERNATIONAL SCHOOL,KARNATAKA,"EKTA NAGAR, NO. 23, BASAVANAPURA GRAMA K.R. PURAM, HUBLII VIRGO NAGAR BENGALURU-560 049",NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.234502,84.93415
ST. DOMINIC'S SCHOOL,KARNATAKA,"JIGALA ROAD, ATTIBELE ATTIBELE ANEKAL TALUK BENGALURU-562 107",ATTIBELE,"(12.7781, 77.7726)",12.715867,77.865216
NEW BALDWIN INTERNATIONAL SCHOOL,KARNATAKA,"NO. 25, RAMAMURTHY NAGAR MAIN ROAD, DODDA BANASWADI BENGALURU-560 043",NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.354547,84.890265
GREEN VALLEY NATIONAL SCHOOL,KARNATAKA,"N.H. - 17, SHIROOR UDUPI-576 228",UDIPI,"(13.3389, 74.7451)",13.329901,74.816964
VIDYODAYA PUBLIC SCHOOL,KARNATAKA,VADIRAJA ROAD UDUPI-576 101,MADIRA,"(16.9167, 80.3667)",16.852361,80.458704
DECCAN INTERNATIONAL SCHOOL,KARNATAKA,"#11, 18TH MAIN PADMANABHANAGAR, CHIKKALSANDRA BENGALURU-560 061",BHAVNAGAR,"(21.76, 72.15)",21.748744,72.101099
DIVINE ENGLISH SCHOOL,KARNATAKA,"NO. 640, 1ST MAIN ROAD YESHWANTHPURA BENGALURU-560 022",NATHPUR,"(26.3261, 87.0916)",26.316952,87.118676
JNANASAROVARA INTERNATIONAL RESIDENTIAL SCHOOL,KARNATAKA,"PARSHURAMANAGAR, BHUGATHANAHALLI VAJAMANGALA POST BANNUR ROAD MYSORE-570 028",NAGAMANGALA,"(12.8194, 76.7546)",12.846239,76.775227
SCHOOL VIVEKANANDA,KARNATAKA,"RAJIVGANDHI NAGAR, NTI LAYOUT SAHAKARNAGAR SAHAKARANAGAR BENGALURU-560 092",NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.289075,84.845478
VIDYA JYOTHI SCHOOL,KARNATAKA,BASAVANATHA KOLAR-563 101,KOLAR,"(13.1333, 78.1333)",13.065946,78.072878
NANDINI VIDYANIKETHANA,KARNATAKA,CHANNARAYAPATNA ROAD VIJAYAPURA VIJAYAPURA BANGALORE RURAL-562 135,BANGALORE,"(12.9789, 77.5917)",12.890135,77.659845
VIDYANIDHI PUBLIC SCHOOL,KARNATAKA,B.H. ROAD GAURIBIDANUR GAURIBIDANUR TALUK CHIKBALLAPUR-561 208,KHARSOD B,"(23.2225, 75.386)",23.316182,75.327292
EMBASSY PUBLIC SCHOOL,KARNATAKA,"NO. 60, CHIKKAGOLLARAHALLI MAGADI MAIN ROAD BENGALURU-560 091",MARTAHALLI,"(11.9919, 77.4972)",11.892675,77.591847
CAUVERY PUBLIC SCHOOL,KARNATAKA,"P.B. NO. 47, TUBINAKERE, JAKKANALLY ROAD RAGIMUDDANAHALLI, KOTHATHI HOBALI ELECHAKANAHALLI POST MANDYA-571 401",CHIKNAYAKANHALLI,"(13.4161, 76.6206)",13.412372,76.58106
SWARGARANI SCHOOL,KARNATAKA,B.E.M.L. LAYOUT RAJARAJESHWARI NAGAR BENGALURU-560 098,NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.211307,84.907277
THE PRESIDENCY PUBLIC SCHOOL,KARNATAKA,"42 / 1, JYOTHI NAGAR GURUKULA EXTENSION, AMARAPURA ROAD SIRA TUMKUR-572 137",NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.225428,84.893055
GNANA DEEPA ACADEMY RESIDENTIAL SCHOOL,KARNATAKA,MALEGENAHALLI DEVANAHALLI BANGALORE RURAL-562 110,BANGALORE,"(12.9789, 77.5917)",13.040792,77.505485
SARALA BIRLA ACADEMY,KARNATAKA,JIGNI ROAD BANNERGHATTA BENGALURU-560 083,NALLUR,"(11.1003, 77.3914)",11.077,77.341914
ST. PETER'S SCHOOL,KARNATAKA,"SY. NO. 56 & 58, KAIKONDRAHALLI BEFORE WIPRO CAMPUS SARJAPURA ROAD BENGALURU-560 035",KONDALAHALLI,"(14.72, 76.76)",14.808906,76.849049
SESHADRIPURAM PUBLIC SCHOOL,KARNATAKA,MOTHER DAIRY ROAD YELAHANKA NEW TOWN BENGALURU-560 106,YELAHANKA,"(13.1007, 77.5963)",13.032167,77.527675
ST. FRANCIS SCHOOL,KARNATAKA,POST BOX NO. 3417 KORAMANGALA BENGALURU-560 034,AMANGAL,"(16.8499, 78.5327)",16.881845,78.480087
AMBER VALLEY RESIDENTIAL SCHOOL,KARNATAKA,P.O. BOX NO. 116 K.M. ROAD MUGTHIHALLI CHICKMAGALUR-577 133,CHIKMAGALUR,"(13.3167, 75.7833)",13.322713,75.787637
BALDWIN CO-EDUCATION EXTENSION HIGH SCHOOL,KARNATAKA,"2ND CROSS, 10TH MAIN 5TH STAGE, B.E.M.L. LAYOUT RAJARAJESHWARI NAGAR BENGALURU-560 098",NAWA NAGAR NIZAMAT,"(26.2895, 84.9351)",26.263413,84.935582
PRAKRIYA GREEN WISDOM SCHOOL,KARNATAKA,"POST BOX 23, PLOT #70 CHIKKANAYAKANAHALLI ROAD, OFF DODDAKANELI SARJAPURA ROAD BENGALURU-560 035",CHIKNAYAKANHALLI,"(13.4161, 76.6206)",13.368236,76.575459
KARAUMBIAH'S ACADEMY FOR LEARNING AND SPORTS,KARNATAKA,"87/2, KAIKERI GONIKOPPAL SOUTH COORG KODAGU-571 213",GONIKOPPAL,"(12.183, 75.9294)",12.188835,75.955791
SRI VANI EDUCATION CENTRE,KARNATAKA,"C.A. SITE NO. 1, 4TH 'B' MAIN 3RD BLOCK, 3RD STAGE BASAVESHWARANAGAR BENGALURU-560 079",CHAMRAJNAGAR,"(11.9231, 76.9395)",11.937305,76.934257
SRI VISHWESHWARAIAH SCHOOL,KARNATAKA,PLOT NO. 823/B/2 & 823/C ALLIPURA HOSPET ROAD BELLARY-583 104,KHARSOD B,"(23.2225, 75.386)",23.312836,75.446985
FUSCO'S SCHOOL,KARNATAKA,OLD MADRAS ROAD INDIRANAGAR BENGALURU-560 038,DINANAGAR,"(32.15, 75.4667)",32.13453,75.488038
GLOWINSTAR INTEGRATED SCHOOL,KARNATAKA,AMBALPADY UDUPI-576 103,AMBALA,"(17.65, 79.05)",17.714566,79.139367
ST. ANN'S SCHOOL,KARNATAKA,"MADANAHALLI, B.H. ROAD CHIKBALLAPUR-561 208",KHARSOD B,"(23.2225, 75.386)",23.30273,75.484145
SRI VENU CENTRAL SCHOOL,KARNATAKA,UNIKILI KASABA HOBLI SRINIVASPUR KOLAR-563 135,SRINIVASPUR,"(13.3378, 78.2122)",13.339808,78.201732
